no,name,rider_title,rider_title_eligibility,rider_title_basis,country,era,primary_archetype,secondary_archetype,ace_aptitude,support_aptitude,preferred_roles,specialist_role,aptitude_tags,credit_salary,sprint,acceleration,punch,cruise,climb,stamina,resistance,technique,bikeControl,pave,recovery,dailyRecovery,teamwork,ego,fighting,pave_best_result,pave_finishes,pave_top10s,pave_wins,pave_status,pave_basis,pave_source_url,rating_status,rating_basis,profile_url,world_road_gold,world_road_silver,world_road_bronze,world_itt_gold,world_itt_silver,world_itt_bronze,world_championship_basis,world_championship_source_url,current_team,birth_date,active_status,selection_basis,active_source_url
10,Soren Waerenskjold,,対象外,,ノルウェー,現代,TT・ルーラー型,スプリンター,81,79,サブエース / スプリントトレイン / TTスペシャリスト,,巡航力 / 技術力 / 連携力,6900,73,71,69,80,67,73,71,79,71,50,72,72,78,72,69,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Soren%20Waerenskjold%20cyclist,0,0,0,0,0,0,ロード 金0/銀0/銅0、ITT 金0/銀0/銅0,,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Soren%20Waerenskjold%20cyclist
11,Michal Kwiatkowski,ポーランドの虹,著名実績枠,"Credit 6,200／クライマー／総合型／世界ロード金1",ポーランド,現代,クライマー,総合型,80,78,サブエース / 山岳アシスト / 山岳番手,,スタミナ / 登坂力 / 耐久力,9350,58,70,72,63,79,85,77,66,69,50,77,77,69,72,75,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Michal%20Kwiatkowski%20cyclist,1,0,0,0,0,0,ロード 金1/銀0/銅0、ITT 金0/銀0/銅0,https://www.uci.org/discipline/road/6TBjsDD8902tud440iv1Cu?discipline=ROA&tab=results,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Michal%20Kwiatkowski%20cyclist
12,Wout Poels,,対象外,,オランダ,現代,クライマー,総合型,78,77,サブエース / スーパー・ドメスティーク / 山岳アシスト,,日別回復 / 登坂力 / 回復力,6450,57,71,73,65,78,75,75,65,70,50,78,79,69,72,74,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Wout%20Poels%20cyclist,0,0,0,0,0,0,ロード 金0/銀0/銅0、ITT 金0/銀0/銅0,,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Wout%20Poels%20cyclist
13,Asbjørn Hellemose,,,,デンマーク,現代,パンチャー,TT・ルーラー型,74,68,ステージハンター / 山岳賞ハンター / 逃げ屋,,パンチ力 / 自己主張 / 闘争心,5250,70,76,85,64,75,64,63,74,74,53,68,73,61,78,78,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Asbj%C3%B8rn_Hellemose,,,,,,,,,Team Jayco–AlUla,1999-01-15,区分保留,現役300名枠の脚質別入替（現役状態は維持）,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
14,Alexy Faure Prost,,,,フランス,現代,クラシック型,TT・ルーラー型,69,72,石畳護衛 / 横風要員 / ステージハンター,,技術力 / バイクコントロール / 加速力,3700,68,72,71,71,63,70,69,75,75,66,62,71,68,72,72,,,,,要実績照合,現役300名補充時の脚質暫定値。パリ〜ルーベ／ロンド個人成績の追加照合が必要,https://www.paris-roubaix.fr/en/history,能力・適性・Credit整合済,"公開プロフィールに明確な脚質記載なし。同一テンプレートを廃止し、脚質別基準値＋選手名固定のばらつきで初期能力を分散。主要実績の追加照合が必要。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Alexy_Faure_Prost,,,,,,,,,Team Picnic–PostNL,2004-04-22,区分保留,現役300名枠の脚質別入替（現役状態は維持）,https://en.wikipedia.org/wiki/List_of_2026_UCI_WorldTeams_and_riders
15,Michael Matthews,,対象外,,オーストラリア,現代,TT・ルーラー型,総合型,66,83,ロードキャプテン / 平坦アシスト / 平坦ペースメーカー,,連携力 / 巡航力 / 耐久力,6200,65,67,69,79,72,75,76,75,70,50,72,71,85,67,69,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Michael%20Matthews%20cyclist,0,1,2,0,0,0,ロード 金0/銀1/銅2、ITT 金0/銀0/銅0,https://www.uci.org/discipline/road/6TBjsDD8902tud440iv1Cu?discipline=ROA&tab=results,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Michael%20Matthews%20cyclist
16,Rafal Majka,,対象外,,ポーランド,現代,クライマー,総合型,66,75,山岳賞ハンター / 山岳アシスト / 山岳ペースメーカー,,登坂力 / 回復力 / 日別回復,3900,56,69,71,62,76,74,70,62,64,50,76,76,67,70,72,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Rafal%20Majka%20cyclist,0,0,0,0,0,0,ロード 金0/銀0/銅0、ITT 金0/銀0/銅0,,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Rafal%20Majka%20cyclist
17,Aime De Gendt,,対象外,,ベルギー,現代,クラシック型,パンチャー,66,76,ロードキャプテン / 石畳護衛 / 横風要員,,バイクコントロール / パンチ力 / 闘争心,3800,74,74,76,70,67,66,72,73,77,69,69,67,69,71,76,29,1,0,0,結果照合済,最高29位 / 完走1回 / Top10 0回 / 優勝0回,https://bikeraceinfo.com/classics/paris-roubaix/pr2026.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Aime%20De%20Gendt%20cyclist,0,0,0,0,0,0,ロード 金0/銀0/銅0、ITT 金0/銀0/銅0,,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Aime%20De%20Gendt%20cyclist
18,Ben O'Connor,,対象外,,オーストラリア,現代,クライマー,総合型,65,73,山岳賞ハンター / 山岳アシスト / 山岳番手,,登坂力 / 日別回復 / 回復力,4200,56,68,70,57,76,71,68,61,62,50,75,76,66,69,71,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Ben%20O'Connor%20cyclist,0,1,0,0,0,0,ロード 金0/銀1/銅0、ITT 金0/銀0/銅0,https://www.uci.org/discipline/road/6TBjsDD8902tud440iv1Cu?discipline=ROA&tab=results,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Ben%20O'Connor%20cyclist
19,Amund Grondahl Jansen,,対象外,,ノルウェー,現代,クラシック型,パンチャー,65,77,ロードキャプテン / 石畳護衛 / 横風要員,,パンチ力 / バイクコントロール / 闘争心,3200,74,75,78,70,67,66,73,73,78,50,69,69,70,71,76,,0,0,0,要出走確認,1960〜2026完走順位との一致なし。未出走または表記差を要確認,https://bikeraceinfo.com/classics/paris-roubaix/paris-roubaix-index.html,能力・適性・Credit整合済,"世界選手権ロード・個人TT表彰台実績を補正後、能力別順位上限を適用（85は各能力最大2名・1選手最大2項目）。パヴェはパリ〜ルーベ主基準・ロンド優勝を加点＋最低保証。役割・戦術特性を単一カテゴリへ統合。エース適性降順、同点はCredit・15能力平均・選手名順でNo.を再採番。役割人数を300名内順位で制御（TTスペシャリスト20、TT牽引45、平坦アシスト60、横風要員35、逃げ屋50）。エース適性90以上は名称に「アシスト」を含む役割を付与しない。Remco Evenepoel、Wout van Aert、Mathieu van der Poelは超ロングスパート固定。能力値を偏差値型分布（中央値約70）へ再配分。Tadej Pogacarのみ特別枠、各能力85は1〜2名、その他は84以下。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数から算定。能力・適性整合: エース適性は従来評価70%＋主脚質能力20%＋負けん気・エゴ10%＋主要実績、アシスト適性は支援能力70%＋従来評価30%で再計算。Creditは適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。上位5名はゲーム内基準価格を適用。Credit再計算: 適性・主脚質能力・支援力・主要実績・85能力数・上位帯プレミアムから算定。ポガチャル20,000、ファンデルプール／ビンゲゴー13,000、ワウト／エベネプール12,500を上位基準価格として固定。エース適性42%・主脚質能力28%・アシスト適性12%・総合能力8%・主要実績6%・知名度4%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用。Credit全選手再査定: 現役・引退・区分保留の全選手を同一母集団で標準化。エース適性50%・主脚質能力20%・アシスト適性8%・総合能力5%・主要実績12%・知名度5%の合成順位を価格曲線へ変換し、上位5名は指定基準価格を適用",https://en.wikipedia.org/wiki/Special:Search?search=Amund%20Grondahl%20Jansen%20cyclist,0,0,0,0,0,0,ロード 金0/銀0/銅0、ITT 金0/銀0/銅0,,,,区分保留,2026 WorldTeam外・現役／引退を断定せず保留,https://en.wikipedia.org/wiki/Special:Search?search=Amund%20Grondahl%20Jansen%20cyclist
